url,change,changeDescription,multipleCompulsory,department,id,grade,class,name,credit,yearSemester,compulsory,restrict,select,selected,remaining,teacher,room,classTime,description,tags,english
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAIE708&Crsname=英文閱讀與寫作（中高級）,異動,調整名額1/20,False,跨院EAP,GEAIE708,0,不分班,"英文閱讀與寫作（中高級）
ENGLISH READING AND WRITING  (HIGH-INTERMEDIATE LEVEL)",3,期,False,35,1,13,22,陳美淑,"三2,3,4(圖IL PC03)","['', '', '234', '', '', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",['實用英語跨域學程'],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAIE805&Crsname=多模式識字和作文（高級）,,,False,跨院EAP,GEAIE805,0,不分班,"多模式識字和作文（高級）
MULTIMODAL LITERACY & COMPOSITION FOR ADVANCED LEVEL STUDENTS（ADVANCED LEVEL）",3,期,False,35,1,10,25,戴藤懋,"四2,3,4(海ME 2007)","['', '', '', '234', '', '', '']","《講授類》
限非外文系。建議英文程度『高級』以上程度學生修習選課。",[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAP204&Crsname=英文溝通技巧與批判性思維 （中高級）,,,False,跨院EAP,GEAP204,0,不分班,"英文溝通技巧與批判性思維 （中高級）
ENGLISH COMMUNICATION SKILLS AND CRITICAL THINKING (HIGH-INTERMEDIATE LEVEL)",3,期,False,50,5,20,30,曾千紋,"五2,3,4(管CM 2025)","['', '', '', '', '234', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",['全英語通識教育菁英學程'],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAP207&Crsname=英文寫作：資料視覺化與描述 （中高級）,異動,更換時間及名額1/20,False,跨院EAP,GEAP207,0,不分班,"英文寫作：資料視覺化與描述 （中高級）
ENGLISH WRITING: DATA VISUALIZATION AND DESCRIPTION (HIGH-INTERMEDIATE LEVEL)",3,期,False,35,2,33,2,陳瑞華,"二5,6,7(通GE 3013)","['', '567', '', '', '', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAP401&Crsname=草稿到傑作:AI精煉英語寫作技巧（高級）,,,False,跨院EAP,GEAP401,0,不分班,"草稿到傑作:AI精煉英語寫作技巧（高級）
FROM DRAFT TO MASTERPIECE: REFINING ENGLISH WRITING WITH AI (ADVANCED LEVEL)",3,期,False,35,5,32,3,李佳容,"二2,3,4(文LA 1002)","['', '234', '', '', '', '', '']","《講授類》
限非外文系。建議英文程度『高級』以上程度學生修習選課。",[],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GESP298&Crsname=成功的英文寫作（中高級）,,,False,跨院EAP,GESP298,0,不分班,"成功的英文寫作（中高級）
WRITING FOR SUCCESS IN ENGLISH (HIGH-INTERMEDIATE LEVEL)",3,期,False,35,4,10,25,戴藤懋,"五2,3,4(海ME 3004)","['', '', '', '', '234', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。","['實用英語跨域學程', '全英語通識教育菁英學程']",True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAIE709&Crsname=運輸交通工具英文（中高級）,,,False,跨院ESP,GEAIE709,0,不分班,"運輸交通工具英文（中高級）
ENGLISH FOR TRANSPORT (HIGH-INTERMEDIATE LEVEL)",3,期,False,50,3,50,0,莊家雄,"五2,3,4(海ME 3006)","['', '', '', '', '234', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",['實用英語跨域學程'],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAIE710&Crsname=透過電影學英文（中高級）,異動,更正教室1/7,False,跨院ESP,GEAIE710,0,不分班,"透過電影學英文（中高級）
LEARNING ENGLISH THROUGH MOVIES (HIGH-INTERMEDIATE LEVEL)",3,期,False,50,6,22,28,白士禮,"三5,6,7(文LA 1002)","['', '', '567', '', '', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",['實用英語跨域學程'],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GEAP206&Crsname=科技英文聽講練習（中高級）,異動,確認教室1/20,False,跨院ESP,GEAP206,0,不分班,"科技英文聽講練習（中高級）
ENGLISH LISTENING AND SPEAKING FOR SCIENCE AND TECHNOLOGY (HIGH-INTERMEDIATE LEVEL)",3,期,False,50,6,49,1,曾彩楣,"五5,6,7(管CM 1019)","['', '', '', '', '567', '', '']","《講授類》
限非外文系。建議英文程度『中高級』以上程度學生修習選課。",['全英語通識教育菁英學程'],True
https://selcrs.nsysu.edu.tw/menu5/showoutline.asp?SYEAR=114&SEM=2&CrsDat=GESP001&Crsname=歐美音樂劇賞析學英語（中級）,,,False,跨院ESP,GESP001,0,不分班,"歐美音樂劇賞析學英語（中級）
ENGLISH FOR MUSICAL THEATRE (INTERMEDIATE LEVEL)",3,期,False,50,5,31,19,王品惠,"一2,3,4(通GE 4016)","['234', '', '', '', '', '', '']","《講授類》
限非外文系。建議英文程度『中級』以上程度學生修習選課。",[],True
